"","trap","number","date","region","region_name"
"2067","dd",13,2024-07-16,"Out of City Limits","East St. Paul"
"2068","ee",9,2024-07-16,"Out of City Limits","Springfield"
"2069","ff",26,2024-07-16,"Out of City Limits","Ritchot"
"2070","gg",49,2024-07-16,"Out of City Limits","MacDonald"
"2071","hh",83,2024-07-16,"Out of City Limits","Headingly"
"2072","ii",108,2024-07-16,"Out of City Limits","Rosser"
"2073","NW1",106,2024-07-15,"NW","NW1"
"2074","NW2",25,2024-07-15,"NW","NW2"
"2075","NW3",23,2024-07-15,"NW","NW3"
"2076","NW4",49,2024-07-15,"NW","NW4"
"2077","NW5",41,2024-07-15,"NW","NW5"
"2078","NW6",7,2024-07-15,"NW","NW6"
"2079","NW7",204,2024-07-15,"NW","NW7"
"2080","SW1",16,2024-07-15,"SW","SW1"
"2081","SW2",296,2024-07-15,"SW","SW2"
"2082","SW3",440,2024-07-15,"SW","SW3"
"2083","SW4",7,2024-07-15,"SW","SW4"
"2084","SW5",1,2024-07-15,"SW","SW5"
"2085","SW6",55,2024-07-15,"SW","SW6"
"2086","SW7",4,2024-07-15,"SW","SW7"
"2087","NE1",25,2024-07-15,"NE","NE1"
"2088","NE2",154,2024-07-15,"NE","NE2"
"2089","NE3",29,2024-07-15,"NE","NE3"
"2090","NE4",53,2024-07-15,"NE","NE4"
"2091","NE5",36,2024-07-15,"NE","NE5"
"2092","NE6",3,2024-07-15,"NE","NE6"
"2093","NE7",55,2024-07-15,"NE","NE7"
"2094","SE1",70,2024-07-15,"SE","SE1"
"2095","SE2",71,2024-07-15,"SE","SE2"
"2096","SE3",62,2024-07-15,"SE","SE3"
"2097","SE4",200,2024-07-15,"SE","SE4"
"2098","SE5",114,2024-07-15,"SE","SE5"
"2099","SE6",17,2024-07-15,"SE","SE6"
"2100","SE7",110,2024-07-15,"SE","SE7"
"2101","aa",320,2024-07-15,"Out of City Limits","Lilyfield"
"2102","bb",25,2024-07-15,"Out of City Limits","North Perimeter"
"2103","cc",19,2024-07-15,"Out of City Limits","West St. Paul"
"2104","dd",44,2024-07-15,"Out of City Limits","East St. Paul"
"2105","ee",10,2024-07-15,"Out of City Limits","Springfield"
"2106","ff",108,2024-07-15,"Out of City Limits","Ritchot"
"2107","gg",128,2024-07-15,"Out of City Limits","MacDonald"
"2108","hh",300,2024-07-15,"Out of City Limits","Headingly"
"2109","ii",65,2024-07-15,"Out of City Limits","Rosser"
"2110","NW1",198,2024-07-14,"NW","NW1"
"2111","NW2",31,2024-07-14,"NW","NW2"
"2112","NW3",14,2024-07-14,"NW","NW3"
"2113","NW4",140,2024-07-14,"NW","NW4"
"2114","NW5",48,2024-07-14,"NW","NW5"
"2115","NW6",18,2024-07-14,"NW","NW6"
"2116","NW7",272,2024-07-14,"NW","NW7"
"2117","SW1",11,2024-07-14,"SW","SW1"
"2118","SW2",186,2024-07-14,"SW","SW2"
"2119","SW3",720,2024-07-14,"SW","SW3"
"2120","SW4",26,2024-07-14,"SW","SW4"
"2121","SW5",14,2024-07-14,"SW","SW5"
"2122","SW6",76,2024-07-14,"SW","SW6"
"2123","SW7",36,2024-07-14,"SW","SW7"
"2124","NE1",74,2024-07-14,"NE","NE1"
"2125","NE2",154,2024-07-14,"NE","NE2"
"2126","NE3",44,2024-07-14,"NE","NE3"
"2127","NE4",7,2024-07-14,"NE","NE4"
"2128","NE5",15,2024-07-14,"NE","NE5"
"2129","NE6",12,2024-07-14,"NE","NE6"
"2130","NE7",43,2024-07-14,"NE","NE7"
"2131","SE1",102,2024-07-14,"SE","SE1"
"2132","SE2",100,2024-07-14,"SE","SE2"
"2133","SE3",25,2024-07-14,"SE","SE3"
"2134","SE4",190,2024-07-14,"SE","SE4"
"2135","SE5",77,2024-07-14,"SE","SE5"
"2136","SE6",8,2024-07-14,"SE","SE6"
"2137","SE7",87,2024-07-14,"SE","SE7"
"2138","aa",122,2024-07-14,"Out of City Limits","Lilyfield"
"2139","bb",148,2024-07-14,"Out of City Limits","North Perimeter"
"2140","cc",31,2024-07-14,"Out of City Limits","West St. Paul"
"2141","dd",38,2024-07-14,"Out of City Limits","East St. Paul"
"2142","ee",61,2024-07-14,"Out of City Limits","Springfield"
"2143","ff",124,2024-07-14,"Out of City Limits","Ritchot"
"2144","gg",200,2024-07-14,"Out of City Limits","MacDonald"
"2145","hh",280,2024-07-14,"Out of City Limits","Headingly"
"2146","ii",84,2024-07-14,"Out of City Limits","Rosser"
"2147","NW1",126,2024-07-13,"NW","NW1"
"2148","NW2",29,2024-07-13,"NW","NW2"
"2149","NW3",43,2024-07-13,"NW","NW3"
"2150","NW4",268,2024-07-13,"NW","NW4"
"2151","NW5",12,2024-07-13,"NW","NW5"
"2152","NW6",1,2024-07-13,"NW","NW6"
"2153","NW7",528,2024-07-13,"NW","NW7"
"2154","SW1",68,2024-07-13,"SW","SW1"
"2155","SW2",760,2024-07-13,"SW","SW2"
"2156","SW3",432,2024-07-13,"SW","SW3"
"2157","SW4",9,2024-07-13,"SW","SW4"
"2158","SW5",8,2024-07-13,"SW","SW5"
"2159","SW6",60,2024-07-13,"SW","SW6"
"2160","SW7",13,2024-07-13,"SW","SW7"
"2161","NE1",200,2024-07-13,"NE","NE1"
"2162","NE2",224,2024-07-13,"NE","NE2"
"2163","NE3",37,2024-07-13,"NE","NE3"
"2164","NE4",4,2024-07-13,"NE","NE4"
"2165","NE5",6,2024-07-13,"NE","NE5"
"2166","NE6",3,2024-07-13,"NE","NE6"
"2167","NE7",23,2024-07-13,"NE","NE7"
"2168","SE1",70,2024-07-13,"SE","SE1"
"2169","SE2",172,2024-07-13,"SE","SE2"
"2170","SE3",45,2024-07-13,"SE","SE3"
"2171","SE4",384,2024-07-13,"SE","SE4"
"2172","SE5",37,2024-07-13,"SE","SE5"
"2173","SE6",9,2024-07-13,"SE","SE6"
"2174","SE7",280,2024-07-13,"SE","SE7"
"2175","aa",592,2024-07-13,"Out of City Limits","Lilyfield"
"2176","bb",154,2024-07-13,"Out of City Limits","North Perimeter"
"2177","cc",15,2024-07-13,"Out of City Limits","West St. Paul"
"2178","dd",53,2024-07-13,"Out of City Limits","East St. Paul"
"2179","ee",29,2024-07-13,"Out of City Limits","Springfield"
"2180","ff",186,2024-07-13,"Out of City Limits","Ritchot"
"2181","gg",106,2024-07-13,"Out of City Limits","MacDonald"
"2182","hh",576,2024-07-13,"Out of City Limits","Headingly"
"2183","ii",150,2024-07-13,"Out of City Limits","Rosser"
"2184","NW1",39,2024-07-12,"NW","NW1"
"2185","NW2",21,2024-07-12,"NW","NW2"
"2186","NW3",14,2024-07-12,"NW","NW3"
"2187","NW4",64,2024-07-12,"NW","NW4"
"2188","NW5",3,2024-07-12,"NW","NW5"
"2189","NW6",0,2024-07-12,"NW","NW6"
"2190","NW7",512,2024-07-12,"NW","NW7"
"2191","SW1",19,2024-07-12,"SW","SW1"
"2192","SW2",138,2024-07-12,"SW","SW2"
"2193","SW3",208,2024-07-12,"SW","SW3"
"2194","SW4",4,2024-07-12,"SW","SW4"
"2195","SW5",9,2024-07-12,"SW","SW5"
"2196","SW6",17,2024-07-12,"SW","SW6"
"2197","SW7",10,2024-07-12,"SW","SW7"
"2198","NE1",100,2024-07-12,"NE","NE1"
"2199","NE2",58,2024-07-12,"NE","NE2"
"2200","NE3",17,2024-07-12,"NE","NE3"
"2201","NE4",10,2024-07-12,"NE","NE4"
"2202","NE5",3,2024-07-12,"NE","NE5"
"2203","NE6",3,2024-07-12,"NE","NE6"
"2204","NE7",9,2024-07-12,"NE","NE7"
"2205","SE1",43,2024-07-12,"SE","SE1"
"2206","SE2",15,2024-07-12,"SE","SE2"
"2207","SE3",17,2024-07-12,"SE","SE3"
"2208","SE4",146,2024-07-12,"SE","SE4"
"2209","SE5",16,2024-07-12,"SE","SE5"
"2210","SE6",6,2024-07-12,"SE","SE6"
"2211","SE7",72,2024-07-12,"SE","SE7"
"2212","aa",72,2024-07-12,"Out of City Limits","Lilyfield"
"2213","bb",24,2024-07-12,"Out of City Limits","North Perimeter"
"2214","cc",0,2024-07-12,"Out of City Limits","West St. Paul"
"2215","dd",51,2024-07-12,"Out of City Limits","East St. Paul"
"2216","ee",9,2024-07-12,"Out of City Limits","Springfield"
"2217","ff",34,2024-07-12,"Out of City Limits","Ritchot"
"2218","gg",46,2024-07-12,"Out of City Limits","MacDonald"
"2219","hh",264,2024-07-12,"Out of City Limits","Headingly"
"2220","ii",19,2024-07-12,"Out of City Limits","Rosser"
"2221","NW1",23,2024-07-11,"NW","NW1"
"2222","NW2",10,2024-07-11,"NW","NW2"
"2223","NW3",23,2024-07-11,"NW","NW3"
"2224","NW4",31,2024-07-11,"NW","NW4"
"2225","NW5",26,2024-07-11,"NW","NW5"
"2226","NW6",0,2024-07-11,"NW","NW6"
"2227","NW7",134,2024-07-11,"NW","NW7"
"2228","SW1",8,2024-07-11,"SW","SW1"
"2229","SW2",112,2024-07-11,"SW","SW2"
"2230","SW3",134,2024-07-11,"SW","SW3"
"2231","SW4",5,2024-07-11,"SW","SW4"
"2232","SW5",5,2024-07-11,"SW","SW5"
"2233","SW6",33,2024-07-11,"SW","SW6"
"2234","SW7",7,2024-07-11,"SW","SW7"
"2235","NE1",49,2024-07-11,"NE","NE1"
"2236","NE2",60,2024-07-11,"NE","NE2"
"2237","NE3",16,2024-07-11,"NE","NE3"
"2238","NE4",6,2024-07-11,"NE","NE4"
"2239","NE5",18,2024-07-11,"NE","NE5"
"2240","NE6",5,2024-07-11,"NE","NE6"
"2241","NE7",27,2024-07-11,"NE","NE7"
"2242","SE1",112,2024-07-11,"SE","SE1"
"2243","SE2",32,2024-07-11,"SE","SE2"
"2244","SE3",26,2024-07-11,"SE","SE3"
"2245","SE4",136,2024-07-11,"SE","SE4"
"2246","SE5",25,2024-07-11,"SE","SE5"
"2247","SE6",3,2024-07-11,"SE","SE6"
"2248","SE7",29,2024-07-11,"SE","SE7"
"2249","aa",41,2024-07-11,"Out of City Limits","Lilyfield"
"2250","bb",30,2024-07-11,"Out of City Limits","North Perimeter"
"2251","cc",19,2024-07-11,"Out of City Limits","West St. Paul"
"2252","dd",21,2024-07-11,"Out of City Limits","East St. Paul"
"2253","ee",4,2024-07-11,"Out of City Limits","Springfield"
"2254","ff",30,2024-07-11,"Out of City Limits","Ritchot"
"2255","gg",45,2024-07-11,"Out of City Limits","MacDonald"
"2256","hh",252,2024-07-11,"Out of City Limits","Headingly"
"2257","ii",49,2024-07-11,"Out of City Limits","Rosser"
"2258","NW1",14,2024-07-10,"NW","NW1"
"2259","NW2",6,2024-07-10,"NW","NW2"
"2260","NW3",23,2024-07-10,"NW","NW3"
"2261","NW4",19,2024-07-10,"NW","NW4"
"2262","NW5",47,2024-07-10,"NW","NW5"
"2263","NW6",1,2024-07-10,"NW","NW6"
"2264","NW7",56,2024-07-10,"NW","NW7"
"2265","SW1",7,2024-07-10,"SW","SW1"
"2266","SW2",52,2024-07-10,"SW","SW2"
"2267","SW3",43,2024-07-10,"SW","SW3"
"2268","SW4",4,2024-07-10,"SW","SW4"
"2269","SW5",7,2024-07-10,"SW","SW5"
"2270","SW6",6,2024-07-10,"SW","SW6"
"2271","SW7",17,2024-07-10,"SW","SW7"
"2272","NE1",27,2024-07-10,"NE","NE1"
"2273","NE2",69,2024-07-10,"NE","NE2"
"2274","NE3",11,2024-07-10,"NE","NE3"
"2275","NE4",4,2024-07-10,"NE","NE4"
"2276","NE5",6,2024-07-10,"NE","NE5"
"2277","NE6",4,2024-07-10,"NE","NE6"
"2278","NE7",7,2024-07-10,"NE","NE7"
"2279","SE1",18,2024-07-10,"SE","SE1"
"2280","SE2",16,2024-07-10,"SE","SE2"
"2281","SE3",17,2024-07-10,"SE","SE3"
"2282","SE4",48,2024-07-10,"SE","SE4"
"2283","SE5",23,2024-07-10,"SE","SE5"
"2284","SE6",1,2024-07-10,"SE","SE6"
"2285","SE7",28,2024-07-10,"SE","SE7"
"2286","aa",47,2024-07-10,"Out of City Limits","Lilyfield"
"2287","bb",18,2024-07-10,"Out of City Limits","North Perimeter"
"2288","cc",13,2024-07-10,"Out of City Limits","West St. Paul"
"2289","dd",13,2024-07-10,"Out of City Limits","East St. Paul"
"2290","ee",5,2024-07-10,"Out of City Limits","Springfield"
"2291","ff",23,2024-07-10,"Out of City Limits","Ritchot"
"2292","gg",35,2024-07-10,"Out of City Limits","MacDonald"
"2293","hh",61,2024-07-10,"Out of City Limits","Headingly"
"2294","ii",25,2024-07-10,"Out of City Limits","Rosser"
"2295","NW1",14,2024-07-09,"NW","NW1"
"2296","NW2",6,2024-07-09,"NW","NW2"
"2297","NW3",17,2024-07-09,"NW","NW3"
"2298","NW4",13,2024-07-09,"NW","NW4"
"2299","NW5",13,2024-07-09,"NW","NW5"
"2300","NW6",NA,2024-07-09,"NW","NW6"
"2301","NW7",57,2024-07-09,"NW","NW7"
"2302","SW1",2,2024-07-09,"SW","SW1"
"2303","SW2",35,2024-07-09,"SW","SW2"
"2304","SW3",26,2024-07-09,"SW","SW3"
"2305","SW4",7,2024-07-09,"SW","SW4"
"2306","SW5",10,2024-07-09,"SW","SW5"
"2307","SW6",16,2024-07-09,"SW","SW6"
"2308","SW7",6,2024-07-09,"SW","SW7"
"2309","NE1",17,2024-07-09,"NE","NE1"
"2310","NE2",37,2024-07-09,"NE","NE2"
"2311","NE3",14,2024-07-09,"NE","NE3"
"2312","NE4",14,2024-07-09,"NE","NE4"
"2313","NE5",13,2024-07-09,"NE","NE5"
"2314","NE6",9,2024-07-09,"NE","NE6"
"2315","NE7",17,2024-07-09,"NE","NE7"
"2316","SE1",22,2024-07-09,"SE","SE1"
"2317","SE2",NA,2024-07-09,"SE","SE2"
"2318","SE3",20,2024-07-09,"SE","SE3"
"2319","SE4",76,2024-07-09,"SE","SE4"
"2320","SE5",39,2024-07-09,"SE","SE5"
"2321","SE6",11,2024-07-09,"SE","SE6"
"2322","SE7",71,2024-07-09,"SE","SE7"
"2323","aa",39,2024-07-09,"Out of City Limits","Lilyfield"
"2324","bb",32,2024-07-09,"Out of City Limits","North Perimeter"
"2325","cc",3,2024-07-09,"Out of City Limits","West St. Paul"
"2326","dd",19,2024-07-09,"Out of City Limits","East St. Paul"
"2327","ee",13,2024-07-09,"Out of City Limits","Springfield"
"2328","ff",15,2024-07-09,"Out of City Limits","Ritchot"
"2329","gg",28,2024-07-09,"Out of City Limits","MacDonald"
"2330","hh",70,2024-07-09,"Out of City Limits","Headingly"
"2331","ii",59,2024-07-09,"Out of City Limits","Rosser"
"2332","NW1",16,2024-07-08,"NW","NW1"
"2333","NW2",1,2024-07-08,"NW","NW2"
"2334","NW3",9,2024-07-08,"NW","NW3"
"2335","NW4",4,2024-07-08,"NW","NW4"
"2336","NW5",7,2024-07-08,"NW","NW5"
"2337","NW6",7,2024-07-08,"NW","NW6"
"2338","NW7",44,2024-07-08,"NW","NW7"
"2339","SW1",1,2024-07-08,"SW","SW1"
"2340","SW2",40,2024-07-08,"SW","SW2"
"2341","SW3",24,2024-07-08,"SW","SW3"
"2342","SW4",1,2024-07-08,"SW","SW4"
"2343","SW5",3,2024-07-08,"SW","SW5"
"2344","SW6",9,2024-07-08,"SW","SW6"
"2345","SW7",6,2024-07-08,"SW","SW7"
"2346","NE1",NA,2024-07-08,"NE","NE1"
"2347","NE2",22,2024-07-08,"NE","NE2"
"2348","NE3",7,2024-07-08,"NE","NE3"
"2349","NE4",20,2024-07-08,"NE","NE4"
"2350","NE5",5,2024-07-08,"NE","NE5"
"2351","NE6",4,2024-07-08,"NE","NE6"
"2352","NE7",3,2024-07-08,"NE","NE7"
"2353","SE1",8,2024-07-08,"SE","SE1"
"2354","SE2",22,2024-07-08,"SE","SE2"
"2355","SE3",23,2024-07-08,"SE","SE3"
"2356","SE4",25,2024-07-08,"SE","SE4"
"2357","SE5",17,2024-07-08,"SE","SE5"
"2358","SE6",3,2024-07-08,"SE","SE6"
"2359","SE7",21,2024-07-08,"SE","SE7"
"2360","aa",17,2024-07-08,"Out of City Limits","Lilyfield"
"2361","bb",10,2024-07-08,"Out of City Limits","North Perimeter"
"2362","cc",7,2024-07-08,"Out of City Limits","West St. Paul"
"2363","dd",5,2024-07-08,"Out of City Limits","East St. Paul"
"2364","ee",8,2024-07-08,"Out of City Limits","Springfield"
"2365","ff",10,2024-07-08,"Out of City Limits","Ritchot"
"2366","gg",21,2024-07-08,"Out of City Limits","MacDonald"
"2367","hh",15,2024-07-08,"Out of City Limits","Headingly"
"2368","ii",25,2024-07-08,"Out of City Limits","Rosser"
"2369","NW1",21,2024-07-07,"NW","NW1"
"2370","NW2",6,2024-07-07,"NW","NW2"
"2371","NW3",17,2024-07-07,"NW","NW3"
"2372","NW4",17,2024-07-07,"NW","NW4"
"2373","NW5",13,2024-07-07,"NW","NW5"
"2374","NW6",7,2024-07-07,"NW","NW6"
"2375","NW7",82,2024-07-07,"NW","NW7"
"2376","SW1",9,2024-07-07,"SW","SW1"
"2377","SW2",49,2024-07-07,"SW","SW2"
"2378","SW3",53,2024-07-07,"SW","SW3"
"2379","SW4",5,2024-07-07,"SW","SW4"
"2380","SW5",8,2024-07-07,"SW","SW5"
"2381","SW6",22,2024-07-07,"SW","SW6"
"2382","SW7",0,2024-07-07,"SW","SW7"
"2383","NE1",71,2024-07-07,"NE","NE1"
"2384","NE2",27,2024-07-07,"NE","NE2"
"2385","NE3",16,2024-07-07,"NE","NE3"
"2386","NE4",2,2024-07-07,"NE","NE4"
"2387","NE5",16,2024-07-07,"NE","NE5"
"2388","NE6",7,2024-07-07,"NE","NE6"
"2389","NE7",16,2024-07-07,"NE","NE7"
"2390","SE1",21,2024-07-07,"SE","SE1"
"2391","SE2",49,2024-07-07,"SE","SE2"
"2392","SE3",24,2024-07-07,"SE","SE3"
"2393","SE4",98,2024-07-07,"SE","SE4"
"2394","SE5",24,2024-07-07,"SE","SE5"
"2395","SE6",5,2024-07-07,"SE","SE6"
"2396","SE7",18,2024-07-07,"SE","SE7"
"2397","aa",43,2024-07-07,"Out of City Limits","Lilyfield"
"2398","bb",5,2024-07-07,"Out of City Limits","North Perimeter"
"2399","cc",55,2024-07-07,"Out of City Limits","West St. Paul"
"2400","dd",7,2024-07-07,"Out of City Limits","East St. Paul"
"2401","ee",7,2024-07-07,"Out of City Limits","Springfield"
"2402","ff",14,2024-07-07,"Out of City Limits","Ritchot"
"2403","gg",36,2024-07-07,"Out of City Limits","MacDonald"
"2404","hh",37,2024-07-07,"Out of City Limits","Headingly"
"2405","ii",33,2024-07-07,"Out of City Limits","Rosser"
"2406","NW1",25,2024-07-06,"NW","NW1"
"2407","NW2",7,2024-07-06,"NW","NW2"
"2408","NW3",17,2024-07-06,"NW","NW3"
"2409","NW4",21,2024-07-06,"NW","NW4"
"2410","NW5",6,2024-07-06,"NW","NW5"
"2411","NW6",2,2024-07-06,"NW","NW6"
"2412","NW7",116,2024-07-06,"NW","NW7"
"2413","SW1",9,2024-07-06,"SW","SW1"
"2414","SW2",56,2024-07-06,"SW","SW2"
"2415","SW3",14,2024-07-06,"SW","SW3"
"2416","SW4",9,2024-07-06,"SW","SW4"
"2417","SW5",5,2024-07-06,"SW","SW5"
"2418","SW6",12,2024-07-06,"SW","SW6"
"2419","SW7",6,2024-07-06,"SW","SW7"
"2420","NE1",24,2024-07-06,"NE","NE1"
"2421","NE2",63,2024-07-06,"NE","NE2"
"2422","NE3",27,2024-07-06,"NE","NE3"
"2423","NE4",5,2024-07-06,"NE","NE4"
"2424","NE5",8,2024-07-06,"NE","NE5"
"2425","NE6",4,2024-07-06,"NE","NE6"
"2426","NE7",13,2024-07-06,"NE","NE7"
"2427","SE1",36,2024-07-06,"SE","SE1"
"2428","SE2",57,2024-07-06,"SE","SE2"
"2429","SE3",12,2024-07-06,"SE","SE3"
"2430","SE4",100,2024-07-06,"SE","SE4"
"2431","SE5",32,2024-07-06,"SE","SE5"
"2432","SE6",8,2024-07-06,"SE","SE6"
"2433","SE7",20,2024-07-06,"SE","SE7"
"2434","aa",43,2024-07-06,"Out of City Limits","Lilyfield"
"2435","bb",17,2024-07-06,"Out of City Limits","North Perimeter"
"2436","cc",34,2024-07-06,"Out of City Limits","West St. Paul"
"2437","dd",8,2024-07-06,"Out of City Limits","East St. Paul"
"2438","ee",9,2024-07-06,"Out of City Limits","Springfield"
"2439","ff",10,2024-07-06,"Out of City Limits","Ritchot"
"2440","gg",18,2024-07-06,"Out of City Limits","MacDonald"
"2441","hh",85,2024-07-06,"Out of City Limits","Headingly"
"2442","ii",48,2024-07-06,"Out of City Limits","Rosser"
"2443","NW1",50,2024-07-05,"NW","NW1"
"2444","NW2",1,2024-07-05,"NW","NW2"
"2445","NW3",6,2024-07-05,"NW","NW3"
"2446","NW4",19,2024-07-05,"NW","NW4"
"2447","NW5",24,2024-07-05,"NW","NW5"
"2448","NW6",6,2024-07-05,"NW","NW6"
"2449","NW7",27,2024-07-05,"NW","NW7"
"2450","SW1",2,2024-07-05,"SW","SW1"
"2451","SW2",25,2024-07-05,"SW","SW2"
"2452","SW3",29,2024-07-05,"SW","SW3"
"2453","SW4",5,2024-07-05,"SW","SW4"
"2454","SW5",3,2024-07-05,"SW","SW5"
"2455","SW6",9,2024-07-05,"SW","SW6"
"2456","SW7",1,2024-07-05,"SW","SW7"
"2457","NE1",NA,2024-07-05,"NE","NE1"
"2458","NE2",21,2024-07-05,"NE","NE2"
"2459","NE3",7,2024-07-05,"NE","NE3"
"2460","NE4",1,2024-07-05,"NE","NE4"
"2461","NE5",8,2024-07-05,"NE","NE5"
"2462","NE6",1,2024-07-05,"NE","NE6"
"2463","NE7",8,2024-07-05,"NE","NE7"
"2464","SE1",8,2024-07-05,"SE","SE1"
"2465","SE2",30,2024-07-05,"SE","SE2"
"2466","SE3",16,2024-07-05,"SE","SE3"
"2467","SE4",17,2024-07-05,"SE","SE4"
"2468","SE5",23,2024-07-05,"SE","SE5"
"2469","SE6",2,2024-07-05,"SE","SE6"
"2470","SE7",16,2024-07-05,"SE","SE7"
"2471","aa",25,2024-07-05,"Out of City Limits","Lilyfield"
"2472","bb",2,2024-07-05,"Out of City Limits","North Perimeter"
"2473","cc",13,2024-07-05,"Out of City Limits","West St. Paul"
"2474","dd",4,2024-07-05,"Out of City Limits","East St. Paul"
"2475","ee",6,2024-07-05,"Out of City Limits","Springfield"
"2476","ff",13,2024-07-05,"Out of City Limits","Ritchot"
"2477","gg",22,2024-07-05,"Out of City Limits","MacDonald"
"2478","hh",27,2024-07-05,"Out of City Limits","Headingly"
"2479","ii",31,2024-07-05,"Out of City Limits","Rosser"
"2480","NW1",19,2024-07-04,"NW","NW1"
"2481","NW2",4,2024-07-04,"NW","NW2"
"2482","NW3",26,2024-07-04,"NW","NW3"
"2483","NW4",27,2024-07-04,"NW","NW4"
"2484","NW5",27,2024-07-04,"NW","NW5"
"2485","NW6",8,2024-07-04,"NW","NW6"
"2486","NW7",13,2024-07-04,"NW","NW7"
"2487","SW1",8,2024-07-04,"SW","SW1"
"2488","SW2",28,2024-07-04,"SW","SW2"
"2489","SW3",33,2024-07-04,"SW","SW3"
"2490","SW4",3,2024-07-04,"SW","SW4"
"2491","SW5",8,2024-07-04,"SW","SW5"
"2492","SW6",9,2024-07-04,"SW","SW6"
"2493","SW7",15,2024-07-04,"SW","SW7"
"2494","NE1",18,2024-07-04,"NE","NE1"
"2495","NE2",31,2024-07-04,"NE","NE2"
"2496","NE3",14,2024-07-04,"NE","NE3"
"2497","NE4",9,2024-07-04,"NE","NE4"
"2498","NE5",12,2024-07-04,"NE","NE5"
"2499","NE6",11,2024-07-04,"NE","NE6"
"2500","NE7",29,2024-07-04,"NE","NE7"
"2501","SE1",11,2024-07-04,"SE","SE1"
"2502","SE2",26,2024-07-04,"SE","SE2"
"2503","SE3",17,2024-07-04,"SE","SE3"
"2504","SE4",NA,2024-07-04,"SE","SE4"
"2505","SE5",26,2024-07-04,"SE","SE5"
"2506","SE6",1,2024-07-04,"SE","SE6"
"2507","SE7",14,2024-07-04,"SE","SE7"
"2508","aa",66,2024-07-04,"Out of City Limits","Lilyfield"
"2509","bb",23,2024-07-04,"Out of City Limits","North Perimeter"
"2510","cc",356,2024-07-04,"Out of City Limits","West St. Paul"
"2511","dd",4,2024-07-04,"Out of City Limits","East St. Paul"
"2512","ee",7,2024-07-04,"Out of City Limits","Springfield"
"2513","ff",24,2024-07-04,"Out of City Limits","Ritchot"
"2514","gg",22,2024-07-04,"Out of City Limits","MacDonald"
"2515","hh",14,2024-07-04,"Out of City Limits","Headingly"
"2516","ii",32,2024-07-04,"Out of City Limits","Rosser"
"2517","NW1",8,2024-07-03,"NW","NW1"
"2518","NW2",1,2024-07-03,"NW","NW2"
"2519","NW3",8,2024-07-03,"NW","NW3"
"2520","NW4",15,2024-07-03,"NW","NW4"
"2521","NW5",3,2024-07-03,"NW","NW5"
"2522","NW6",0,2024-07-03,"NW","NW6"
"2523","NW7",38,2024-07-03,"NW","NW7"
"2524","SW1",2,2024-07-03,"SW","SW1"
"2525","SW2",15,2024-07-03,"SW","SW2"
"2526","SW3",14,2024-07-03,"SW","SW3"
"2527","SW4",1,2024-07-03,"SW","SW4"
"2528","SW5",2,2024-07-03,"SW","SW5"
"2529","SW6",10,2024-07-03,"SW","SW6"
"2530","SW7",0,2024-07-03,"SW","SW7"
"2531","NE1",11,2024-07-03,"NE","NE1"
"2532","NE2",19,2024-07-03,"NE","NE2"
"2533","NE3",7,2024-07-03,"NE","NE3"
"2534","NE4",2,2024-07-03,"NE","NE4"
"2535","NE5",4,2024-07-03,"NE","NE5"
"2536","NE6",3,2024-07-03,"NE","NE6"
"2537","NE7",12,2024-07-03,"NE","NE7"
"2538","SE1",11,2024-07-03,"SE","SE1"
"2539","SE2",12,2024-07-03,"SE","SE2"
"2540","SE3",3,2024-07-03,"SE","SE3"
"2541","SE4",14,2024-07-03,"SE","SE4"
"2542","SE5",8,2024-07-03,"SE","SE5"
"2543","SE6",4,2024-07-03,"SE","SE6"
"2544","SE7",12,2024-07-03,"SE","SE7"
"2545","aa",56,2024-07-03,"Out of City Limits","Lilyfield"
"2546","bb",3,2024-07-03,"Out of City Limits","North Perimeter"
"2547","cc",18,2024-07-03,"Out of City Limits","West St. Paul"
"2548","dd",10,2024-07-03,"Out of City Limits","East St. Paul"
"2549","ee",3,2024-07-03,"Out of City Limits","Springfield"
"2550","ff",4,2024-07-03,"Out of City Limits","Ritchot"
"2551","gg",4,2024-07-03,"Out of City Limits","MacDonald"
"2552","hh",16,2024-07-03,"Out of City Limits","Headingly"
"2553","ii",9,2024-07-03,"Out of City Limits","Rosser"
"2554","NW1",15,2024-07-02,"NW","NW1"
"2555","NW2",5,2024-07-02,"NW","NW2"
"2556","NW3",8,2024-07-02,"NW","NW3"
"2557","NW4",4,2024-07-02,"NW","NW4"
"2558","NW5",1,2024-07-02,"NW","NW5"
"2559","NW6",5,2024-07-02,"NW","NW6"
"2560","NW7",24,2024-07-02,"NW","NW7"
"2561","SW1",1,2024-07-02,"SW","SW1"
"2562","SW2",39,2024-07-02,"SW","SW2"
"2563","SW3",43,2024-07-02,"SW","SW3"
"2564","SW4",0,2024-07-02,"SW","SW4"
"2565","SW5",0,2024-07-02,"SW","SW5"
"2566","SW6",16,2024-07-02,"SW","SW6"
"2567","SW7",1,2024-07-02,"SW","SW7"
"2568","NE1",8,2024-07-02,"NE","NE1"
"2569","NE2",41,2024-07-02,"NE","NE2"
"2570","NE3",4,2024-07-02,"NE","NE3"
"2571","NE4",2,2024-07-02,"NE","NE4"
"2572","NE5",9,2024-07-02,"NE","NE5"
"2573","NE6",2,2024-07-02,"NE","NE6"
"2574","NE7",2,2024-07-02,"NE","NE7"
